1,-0.045,9.7
2,5.727,9.7
3,3.913,9.7
4,3.957,9.7
5,4.182,9.7
6,3.652,9.7
7,3.739,9.7
8,3.739,9.7
9,3.783,9.7
10,3.739,9.7
11,3.478,9.7
12,3.435,9.7
13,3.043,9.7
14,2.739,9.7
15,2.957,9.7
16,3.043,9.7
17,3.304,9.7
18,3.609,9.7
19,3.783,9.7
20,3.826,9.7
21,3.913,9.7
22,3.913,9.7
23,3.783,9.7
24,3.783,9.7
25,3.696,9.7
26,3.609,9.7
27,3.609,9.7
28,3.826,9.7
29,3.739,9.7
30,3.783,9.7
31,3.609,9.7
32,3.348,9.7
33,3.043,9.7
34,2.826,9.7
35,2.652,9.7
36,2.783,9.7
37,3.304,9.7
38,3.261,9.7
39,3.696,9.7
40,3.696,9.7
41,3.826,9.7
42,3.826,9.7
43,4.0,9.7
44,3.783,9.7
45,3.652,9.7
46,3.652,9.7
47,3.565,9.7
48,3.609,9.7
49,3.609,9.7
50,3.48,9.7
51,3.739,9.7
52,3.391,9.7
53,3.435,9.7
54,3.304,9.7
55,3.0,9.7
56,2.957,9.7
57,3.304,9.7
58,3.043,9.7
59,3.304,9.7
60,3.565,9.7
61,3.609,9.7
62,3.792,9.7
63,3.826,9.7
64,3.913,9.7
65,4.045,9.7
66,3.739,9.7
67,3.739,9.7
68,3.565,9.7
69,3.478,9.7
70,3.636,9.7
71,3.609,9.7
72,3.522,9.7
73,3.609,9.7
74,3.292,9.7
75,3.217,9.7
76,2.739,9.7
77,2.652,9.7
78,2.87,9.7
79,3.043,9.7
80,3.435,9.7
81,3.696,9.7
82,3.739,9.7
83,4.0,9.7
84,4.0,9.7
85,3.913,9.7
86,3.913,9.7
87,3.696,9.7
88,3.565,9.7
89,3.682,9.7
90,3.609,9.7
91,3.826,9.7
92,3.522,9.7
93,3.609,9.7
94,3.478,9.7
95,3.217,9.7
96,3.217,9.7
97,3.0,9.7
98,3.13,9.7
99,3.261,9.7
100,3.304,9.7
101,3.565,9.7
102,3.565,9.7
103,3.652,9.7
104,3.727,9.7
105,3.522,9.7
106,3.826,9.7
107,3.783,9.7
108,3.826,9.7
109,3.652,9.7
110,3.696,9.7
111,3.739,9.7
112,3.696,9.7
113,3.696,9.7
114,3.565,9.7
115,3.609,9.7
116,3.435,9.7
117,3.217,9.7
118,3.043,9.7
119,2.957,9.7
120,3.087,9.7
121,3.348,9.7
122,3.478,9.7
123,3.478,9.7
124,3.696,9.7
125,3.909,9.7
126,3.739,9.7
127,3.826,9.7
128,3.652,9.7
129,3.826,9.7
130,3.565,9.7
131,3.522,9.7
132,3.652,9.7
133,3.522,9.7
134,3.435,9.7
135,3.391,9.7
136,3.087,9.7
137,3.0,9.7
138,2.652,9.7
139,2.565,9.7
140,2.652,9.7
141,3.043,9.7
142,3.13,9.7
143,3.522,9.7
144,3.522,9.7
145,3.652,9.7
146,3.609,9.7
147,3.773,9.7
148,3.909,9.7
149,3.609,9.7
150,3.696,9.7
151,3.696,9.7
152,3.652,9.7
153,3.739,9.7
154,3.913,9.7
155,3.609,9.7
156,3.609,9.7
157,3.304,9.7
158,3.217,9.7
159,2.957,9.7
160,2.696,9.7
161,2.542,9.7
162,2.87,9.7
163,3.0,9.7
164,3.217,9.7
165,3.391,9.7
166,3.696,9.7
167,3.87,9.7
168,3.783,9.7
169,3.913,9.7
170,3.87,9.7
171,3.739,9.7
172,3.609,9.7
173,3.435,9.7
174,3.435,9.7
175,3.391,9.7
176,3.565,9.7
177,3.292,9.7
178,3.304,9.7
179,3.174,9.7
180,2.783,9.7
181,2.652,9.7
182,2.522,9.7
183,2.792,9.7
184,2.652,9.7
185,3.087,9.7
186,3.391,9.7
187,3.565,9.7
188,3.652,9.7
189,3.652,9.7
190,3.696,9.7
191,3.739,9.7
192,3.739,9.7
193,3.696,9.7
194,3.739,9.7
195,3.609,9.7
196,3.478,9.7
197,3.522,9.7
198,3.565,9.7
199,3.522,9.7
200,3.522,9.7
201,3.348,9.7
202,3.13,9.7
203,2.957,9.7
204,2.783,9.7
205,2.957,9.7
206,3.13,9.7
207,3.304,9.7
208,3.522,9.7
209,3.727,9.7
210,3.667,9.7
211,3.652,9.7
212,3.609,9.7
213,3.826,9.7
214,3.522,9.7
215,3.522,9.7
216,3.348,9.7
217,3.682,9.7
218,3.435,9.7
219,3.565,9.7
220,3.565,9.7
221,3.391,9.7
222,3.261,9.7
223,3.087,9.7
224,2.955,9.7
225,2.739,9.7
226,2.652,9.7
227,3.0,9.7
228,3.0,9.7
229,3.391,9.7
230,3.478,9.7
231,3.5,9.7
232,3.652,9.7
233,3.739,9.7
234,3.826,9.7
235,3.87,9.7
236,3.826,9.7
237,3.625,9.7
238,3.522,9.7
239,3.565,9.7
240,3.391,9.7
241,3.478,9.7
242,3.591,9.7
243,3.087,9.7
244,3.087,9.7
245,2.783,9.7
246,2.696,9.7
247,2.565,9.7
248,2.652,9.7
249,2.87,9.7
250,3.087,9.7
251,3.348,9.7
252,3.591,9.7
253,3.522,9.7
254,3.696,9.7
255,3.522,9.7
256,3.522,9.7
257,3.696,9.7
258,3.652,9.7
259,3.696,9.7
260,3.522,9.7
261,3.522,9.7
262,3.478,9.7
263,3.522,9.7
264,3.261,9.7
265,3.391,9.7
266,3.043,9.7
267,3.0,9.7
268,2.783,9.7
269,2.696,9.7
270,3.0,9.7
271,2.87,9.7
272,3.083,9.7
273,3.565,9.7
274,3.565,9.7
275,3.783,9.7
276,3.739,9.7
277,3.87,9.7
278,3.783,9.7
279,3.652,9.7
280,3.522,9.7
281,3.435,9.7
282,3.522,9.7
283,3.478,9.7
284,3.609,9.7
285,3.522,9.7
286,3.391,9.7
287,3.217,9.7
288,3.227,9.7
289,2.652,9.7
290,2.565,9.7
291,2.609,9.7
292,2.826,9.7
293,3.0,9.7
294,3.348,9.7
295,3.652,9.7
296,3.652,9.7
297,3.739,9.7
298,3.783,9.7
299,3.739,9.7
300,3.87,9.7
301,3.783,9.7
302,3.696,9.7
303,3.478,9.7
304,3.565,9.7
305,3.565,9.7
306,3.565,9.7
307,3.682,9.7
308,3.217,9.7
309,3.261,9.7
310,2.957,9.7
311,2.696,9.7
312,2.696,9.7
313,2.696,9.7
314,2.826,9.7
315,3.13,9.7
316,3.391,9.7
317,3.522,9.7
318,3.522,9.7
319,3.652,9.7
320,4.136,9.7
321,3.682,9.7
322,3.696,9.7
323,3.696,9.7
324,3.478,9.7
